priority,category,stage,filename,current_path,git_status,historical_commit,historical_path,size,sha256,description,why_yifeng_needs_it,already_on_github,safe_to_copy,notes
"SHOULD_TAKE","LOCAL_ONLY","5-12","checkpoint_metadata.txt","E:\AI4science\xrd_robustness\outputs\simulated_test_checkpoints\metadata\checkpoint_metadata.txt","ignored","","","1150","B0EF5C344F9060390ABD490CDEE0B06FC27B53185F8E31AC8ECD2C1BE41AC015","checkpoint metadata","记录共享权重版本","NO","YES","不复制weights时必须保留"
"SHOULD_TAKE","LOCAL_ONLY","5-12","checkpoint_paths.txt","E:\AI4science\xrd_robustness\outputs\simulated_test_checkpoints\metadata\checkpoint_paths.txt","ignored","","","865","0E16D996BBF9593666BCB67243A024A5E2B4824C53A04C265B37CEDBE44BF34F","checkpoint path metadata","诊断runner路径断链","NO","YES","旧原始路径为/root/AI4science/..."
"SHOULD_TAKE","LOCAL_ONLY","5-12","checkpoints.sha256","E:\AI4science\xrd_robustness\outputs\simulated_test_checkpoints\metadata\checkpoints.sha256","ignored","","","1525","F36E195ABFB79CA9E1F6A9460C5565742CCD2BE652FEC0036BB771EDA2CEB2F9","10个checkpoint SHA manifest","不复制weights也可验证依赖","NO","YES","all ten weights verified"
"SHOULD_TAKE","LOCAL_ONLY","5-12","original_checkpoint_sha256.txt","E:\AI4science\xrd_robustness\outputs\simulated_test_checkpoints\metadata\original_checkpoint_sha256.txt","ignored","","","1775","D90B4434DB04C8629C450E8D72E8741DBEB5D75F4140A1DF398424A3806114C1","原始checkpoint hash mapping","绑定历史/shared weights","NO","YES","metadata only"
"MUST_TAKE","MISSING_AND_UNKNOWN","3-12","DeepSeek raw RRUFF sessions","","not_found_in_project_scope","","","","","原始DeepSeek会话导出/session IDs/prompts/debug transcript","证明AI辅助流程和恢复关键决策上下文","NO","MISSING","MISSING; current provenance confirms assistance but no raw sessions"
"MUST_TAKE","MISSING_AND_UNKNOWN","5","rruff301_episode_plan.csv","","not_found_current_or_git_history","","xrd_robustness/reports/rruff301_episode_plan.csv","","","prereg承诺的原始episode/support-ID计划","bit-for-bit复现实验抽样","NO","MISSING","MISSING; retrospective replay plan不能冒充"
"MUST_TAKE","MISSING_AND_UNKNOWN","6-8","RRUFF-301 v1 raw metrics and predictions","","not_found_as_independent_blob","","","","","v1原始run/results/logs","完整保存失败实验与bug证据","NO","MISSING","MISSING; only erroneous split and later audit remain"
"SHOULD_TAKE","MISSING_AND_UNKNOWN","1","pipeline diagnostic raw per-sample results","","not_found","","","","","35-sample独立raw result","复核0.1886到0.2343历史数字","NO","MISSING","MISSING; report and input bundle survive"
"SHOULD_TAKE","MISSING_AND_UNKNOWN","10","rruff301_paired_comparisons.csv","","not_found","","","","","冻结的301 paired-delta CSV","直接复核75 paired comparisons","NO","MISSING","MISSING; can derive from raw runs but derivation is not original file"
"MUST_TAKE","MISSING_AND_UNKNOWN","5-12","complete command runtime and execution logs","","incomplete","","","","","原始命令环境lock stdout stderr timestamps GPU binding","严格复现实验治理链","NO","MISSING","MISSING_OR_INCOMPLETE"
"MUST_TAKE","MISSING_AND_UNKNOWN","9-12","valid checkpoint path binding in runner","","broken_reference","","","","","candidate runner指向不存在旧目录","复现前必须确认共享weights映射","NO","MISSING","UNKNOWN; actual weights exist at different path; Stage1 did not edit"
"SHOULD_TAKE","MISSING_AND_UNKNOWN","11-13","RRUFF-specific scientific figures","","not_found","","","","","独立RRUFF科学图与plot script","论文/申请可视化与结果复核","NO","MISSING","MISSING; current figures are shared-mainline or PPT QA only"
"MUST_TAKE","MISSING_AND_UNKNOWN","1-10","RRUFF private handoff redistribution clearance","","not_resolved","","","","","原始spectra DIF source ZIP的私人共同作者交接许可结论","决定哪些raw data能进入实际包","NO","MISSING","UNKNOWN; redistribution_rights_asserted=false; no legal conclusion made"
